ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
8344;30.1.2022;4;51;45;19;67;2;15;36;14;13;69;18;56;8;57;60;7;72;27;34;11
8345;31.1.2022;5;65;39;47;17;20;35;23;77;58;72;41;78;50;55;80;53;67;11;24;63
8346;1.2.2022;5;46;65;70;29;22;19;51;35;50;23;7;2;54;48;36;38;13;18;60;79
8347;2.2.2022;5;20;59;8;55;68;34;78;21;46;35;29;36;30;77;5;13;4;80;24;25
8348;3.2.2022;5;23;21;27;34;41;71;63;66;14;30;26;73;13;65;42;79;4;54;51;55
8349;4.2.2022;5;18;44;13;9;23;51;42;48;64;41;2;75;16;14;20;49;50;21;57;11
8350;5.2.2022;5;46;8;37;13;44;72;38;28;41;14;31;63;35;25;24;66;69;65;32;15
8351;6.2.2022;5;18;17;11;38;62;7;34;51;55;75;10;70;47;53;56;36;76;67;12;44
8352;7.2.2022;6;62;46;18;61;32;5;52;1;37;29;3;49;31;6;22;69;14;77;28;75
8353;8.2.2022;6;71;79;61;72;60;59;13;29;6;62;24;8;76;47;2;55;42;67;77;75
8354;9.2.2022;6;75;9;56;18;21;47;27;22;5;77;61;71;2;4;64;38;20;68;34;58
8355;10.2.2022;6;53;72;15;13;77;80;69;5;73;34;7;65;14;32;44;64;70;49;57;63
8356;11.2.2022;6;38;12;29;58;69;45;36;59;47;49;34;3;53;31;10;51;61;28;33;78
8357;12.2.2022;6;6;20;55;71;80;49;23;41;42;25;26;52;27;28;7;62;12;57;46;48
8358;13.2.2022;6;24;65;48;77;3;17;5;18;78;80;33;74;59;15;64;45;19;69;57;21
8359;14.2.2022;7;37;42;52;28;55;22;7;45;1;77;31;47;4;27;63;73;11;57;25;16
8360;15.2.2022;7;14;17;25;56;9;15;41;8;12;58;10;3;35;51;39;30;71;21;74;6
8361;16.2.2022;7;27;33;17;36;62;42;15;77;59;60;53;26;41;44;50;79;69;49;18;73
8362;17.2.2022;7;52;6;3;20;72;30;33;44;71;73;51;37;17;78;32;57;15;38;16;31
8363;18.2.2022;7;60;63;2;75;53;67;39;4;62;49;68;3;38;71;16;36;78;51;64;48
8364;19.2.2022;7;78;22;11;25;18;69;52;12;13;23;1;55;10;68;64;43;45;59;38;19
8365;20.2.2022;7;18;11;20;45;29;33;67;71;41;53;69;7;51;64;70;80;62;47;22;40
8366;21.2.2022;8;28;35;72;22;1;44;76;74;73;6;67;79;14;2;40;50;75;59;30;66
8367;22.2.2022;8;43;12;28;10;16;74;30;25;77;23;64;75;76;55;42;51;8;29;13;40
8368;23.2.2022;8;34;69;13;35;50;43;36;8;27;67;33;57;51;12;47;80;10;45;30;46
8369;24.2.2022;8;74;64;7;72;60;46;77;67;45;12;58;38;9;25;20;27;65;32;61;15
8370;25.2.2022;8;10;12;34;77;24;57;48;52;49;43;78;44;4;27;76;54;19;68;79;39
8371;26.2.2022;8;30;7;12;37;80;33;68;51;49;66;41;63;24;69;55;73;78;77;48;42
8372;27.2.2022;8;61;66;18;7;65;78;63;6;76;70;73;32;41;40;51;31;74;17;26;59
8373;28.2.2022;9;34;46;68;62;70;7;15;44;29;21;24;30;78;9;8;52;75;69;41;17
8374;1.3.2022;9;33;62;6;9;3;79;35;11;10;69;4;66;24;23;49;17;71;41;22;60
8375;2.3.2022;9;36;58;14;16;6;7;34;15;22;38;44;77;75;37;48;66;25;13;51;80
8376;3.3.2022;9;69;56;29;6;10;43;65;63;50;59;32;58;66;70;54;31;77;38;11;41
8377;4.3.2022;9;23;73;3;79;80;36;50;62;66;64;77;17;11;24;76;45;31;20;43;4
8378;5.3.2022;9;42;61;68;58;54;33;78;71;59;8;51;22;72;43;17;31;32;34;38;19
8379;6.3.2022;9;59;40;3;43;9;51;17;10;28;7;63;50;21;34;69;27;58;30;77;76
8380;7.3.2022;10;19;13;72;24;20;39;61;71;57;59;12;30;16;37;5;38;48;45;6;43
8381;8.3.2022;10;41;48;12;71;78;29;28;32;45;64;20;38;25;52;56;35;14;51;24;46
8382;9.3.2022;10;2;1;24;52;23;67;27;71;38;7;80;41;76;13;56;35;64;19;58;74
8383;10.3.2022;10;49;80;26;3;8;18;46;55;63;78;6;12;21;29;53;37;14;56;73;23
8384;11.3.2022;10;65;12;49;20;80;37;34;77;7;17;50;73;71;72;75;32;11;59;43;79
8385;12.3.2022;10;40;34;35;39;69;18;22;33;14;21;49;37;64;1;74;27;15;41;5;20
8386;13.3.2022;10;52;39;68;65;55;80;60;79;53;50;34;22;66;49;26;78;58;15;32;43
8387;14.3.2022;11;65;7;59;24;5;8;32;41;19;50;73;14;49;54;47;10;2;51;52;74
8388;15.3.2022;11;28;20;9;32;61;69;37;67;76;18;58;30;51;8;23;19;1;10;72;55
8389;16.3.2022;11;31;62;73;61;39;5;25;64;19;30;8;21;16;12;3;65;41;42;74;33
8390;17.3.2022;11;52;71;12;62;19;26;41;25;58;72;64;21;9;43;49;13;20;46;56;50
8391;18.3.2022;11;42;24;43;75;11;15;23;62;21;13;47;45;58;12;52;48;60;41;66;28
8392;19.3.2022;11;38;45;28;75;46;56;3;51;25;30;72;43;24;74;1;13;26;55;7;50
8393;20.3.2022;11;50;38;71;6;32;31;80;16;20;73;66;53;12;25;3;43;26;35;36;64
8394;21.3.2022;12;25;65;31;62;41;10;3;29;38;54;76;71;79;44;52;30;73;78;26;4
8395;22.3.2022;12;66;37;5;20;76;47;59;25;64;72;18;48;7;62;11;46;68;67;35;45
8396;23.3.2022;12;3;73;40;77;76;4;6;54;52;30;65;21;53;66;42;8;70;80;69;39
8397;24.3.2022;12;39;40;38;12;23;11;68;61;2;74;1;62;63;31;48;79;9;54;58;49
8398;25.3.2022;12;80;56;36;5;33;39;60;20;2;53;17;37;41;4;25;76;47;14;54;13
8399;26.3.2022;12;8;36;30;42;6;55;33;17;51;7;34;31;56;18;28;77;53;35;11;62
8400;27.3.2022;12;63;9;41;1;32;38;17;46;42;47;8;24;70;26;69;37;21;39;49;23
8401;28.3.2022;13;60;64;26;19;41;65;3;29;80;73;24;43;34;62;61;59;13;4;46;71
8402;29.3.2022;13;48;27;70;71;2;50;52;44;62;30;57;56;73;13;72;9;1;66;12;28
8403;30.3.2022;13;76;18;16;21;62;24;36;56;37;2;66;23;50;31;47;63;75;73;43;38
8404;31.3.2022;13;43;13;47;74;26;41;23;7;63;8;35;55;79;11;2;52;31;71;9;56
8405;1.4.2022;13;31;5;50;71;47;68;21;23;77;48;18;60;22;45;4;79;61;1;44;41
8406;2.4.2022;13;78;51;26;55;46;71;70;24;2;12;47;29;38;45;8;17;73;59;80;54
8407;3.4.2022;13;41;20;1;45;61;28;2;40;60;24;46;54;7;32;11;43;49;78;30;52
8408;4.4.2022;14;46;62;13;6;52;25;47;5;32;23;17;60;58;54;43;31;71;3;38;24
8409;5.4.2022;14;27;53;11;58;43;24;47;19;32;28;49;78;54;73;39;10;17;50;79;35
8410;6.4.2022;14;72;74;61;59;44;46;41;48;38;56;53;13;62;21;9;45;67;24;17;20
8411;7.4.2022;14;21;41;40;39;67;5;23;70;32;27;49;54;35;13;8;59;16;50;20;17
8412;8.4.2022;14;25;47;51;41;4;36;31;1;45;59;52;18;49;6;75;73;33;70;7;54
8413;9.4.2022;14;26;30;58;72;7;20;39;45;42;75;44;31;52;62;78;22;51;15;50;34
8414;10.4.2022;14;58;57;3;2;37;29;73;21;67;61;45;35;48;53;6;65;27;72;78;5
8415;11.4.2022;15;79;47;60;74;69;64;34;67;49;40;43;53;44;54;75;57;46;76;59;26
8416;12.4.2022;15;29;40;53;1;45;42;60;21;73;22;48;8;35;70;43;17;49;79;67;33
8417;13.4.2022;15;16;80;74;75;47;23;22;35;65;49;15;33;1;2;31;45;8;36;52;41
8418;14.4.2022;15;60;40;4;6;61;11;46;25;21;78;33;8;52;39;18;48;71;24;54;36
8419;16.4.2022;15;44;64;11;19;20;22;4;8;31;57;66;33;34;68;42;75;35;6;25;40
8420;17.4.2022;15;76;26;80;1;31;23;36;30;27;19;9;14;17;72;22;15;20;64;73;10
8421;18.4.2022;16;8;19;14;13;62;64;49;25;41;50;5;46;72;65;53;61;28;4;1;29
8422;19.4.2022;16;30;73;46;4;24;50;49;56;71;78;75;31;35;79;72;52;39;64;37;70
8423;20.4.2022;16;29;32;31;40;59;28;58;53;68;18;14;30;77;17;75;16;57;26;55;27
8424;21.4.2022;16;12;68;42;47;18;2;22;10;70;3;13;67;65;34;1;30;62;59;21;8
8425;22.4.2022;16;67;21;8;44;60;25;4;68;32;10;37;80;11;36;66;30;13;15;1;29
8426;23.4.2022;16;15;20;25;56;38;28;51;24;21;69;6;80;76;43;79;12;9;75;1;61
8427;24.4.2022;16;55;60;58;22;3;42;37;46;65;68;31;25;53;40;76;45;38;8;66;57
8428;25.4.2022;17;53;64;49;31;43;9;75;68;44;60;58;80;17;54;12;11;72;63;50;74
8429;26.4.2022;17;63;79;1;9;19;13;53;31;14;50;66;52;80;75;39;35;71;43;56;62
8430;27.4.2022;17;70;29;26;9;19;65;14;11;64;22;7;46;47;76;62;36;80;51;73;1
8431;28.4.2022;17;76;72;40;15;68;3;14;28;23;26;77;63;36;73;5;52;30;33;12;80
8432;29.4.2022;17;49;38;15;59;48;27;37;36;76;40;26;60;18;67;5;29;63;80;24;4
8433;30.4.2022;17;49;9;38;31;11;26;52;22;33;4;68;47;39;44;13;77;76;32;56;65
8434;1.5.2022;17;18;80;69;41;8;38;21;45;55;19;39;63;31;44;25;6;23;66;17;54
8435;2.5.2022;18;9;19;45;23;44;36;1;35;48;31;76;32;12;21;55;59;33;67;14;72
8436;3.5.2022;18;73;10;53;16;5;7;8;24;38;21;49;72;15;39;48;3;55;34;69;29
8437;4.5.2022;18;43;52;40;53;79;13;67;7;31;76;10;80;38;34;32;15;57;50;24;78
8438;5.5.2022;18;13;73;21;33;40;75;72;70;50;59;57;67;16;65;17;66;46;38;58;51
8439;6.5.2022;18;24;74;79;48;34;65;25;42;36;69;71;73;80;38;15;51;22;77;30;61
8440;7.5.2022;18;31;40;58;14;35;47;13;48;30;46;19;2;26;63;75;70;32;57;38;41
8441;8.5.2022;18;22;49;15;58;17;23;26;73;38;63;44;10;24;70;53;72;66;46;13;74
8442;9.5.2022;19;56;43;26;63;60;6;53;29;31;57;78;7;54;18;69;23;30;10;48;14
8443;10.5.2022;19;76;37;13;66;25;31;20;18;59;51;69;26;64;7;22;15;56;4;62;17
8444;11.5.2022;19;11;58;49;51;47;32;9;66;23;14;1;27;77;43;25;3;4;18;17;57
8445;12.5.2022;19;19;40;44;10;77;21;6;38;16;34;69;79;12;15;55;4;29;63;22;35
8446;13.5.2022;19;71;52;55;47;12;15;76;59;51;3;75;46;13;78;5;7;8;33;17;16
8447;14.5.2022;19;21;28;5;56;66;13;2;75;63;65;42;29;52;76;6;43;77;40;35;50
8448;15.5.2022;19;14;57;73;8;33;43;19;3;56;20;49;22;26;24;42;7;15;4;45;11
8449;16.5.2022;20;55;33;48;45;39;73;29;66;40;75;77;1;28;5;26;42;4;12;53;2
8450;17.5.2022;20;17;9;29;15;50;1;36;7;22;76;27;10;63;40;65;54;56;70;24;18
8451;18.5.2022;20;69;19;57;71;28;75;32;72;8;14;43;26;76;1;66;49;7;61;62;21
8452;19.5.2022;20;35;43;39;67;9;75;80;68;74;79;34;51;32;53;71;70;48;29;13;44
8453;20.5.2022;20;61;19;79;41;32;10;21;76;6;13;18;8;15;58;36;2;33;7;69;28
8454;21.5.2022;20;13;17;35;9;33;69;30;48;23;12;38;39;22;65;29;53;80;64;66;18
8455;22.5.2022;20;22;13;56;31;15;4;43;52;10;38;27;30;5;9;59;61;20;32;14;48
8456;23.5.2022;21;76;1;21;11;9;51;4;26;22;42;6;28;54;56;75;68;53;32;74;35
8457;24.5.2022;21;77;16;10;34;5;67;78;6;74;22;13;12;80;61;68;60;29;56;48;18
8458;25.5.2022;21;75;68;10;26;40;39;22;4;34;3;38;53;12;44;55;35;13;65;21;50
8459;26.5.2022;21;16;78;67;23;71;43;61;56;51;69;76;37;53;1;9;54;66;38;19;48
8460;27.5.2022;21;79;80;41;39;3;38;71;75;4;54;65;23;77;17;18;34;68;22;61;2
8461;28.5.2022;21;65;24;58;41;64;28;23;47;31;43;56;57;72;38;18;51;19;34;49;68
8462;29.5.2022;21;73;7;42;64;71;25;80;59;2;16;37;57;17;3;9;58;69;52;18;55
8463;30.5.2022;22;33;37;51;58;24;56;42;80;75;15;69;20;47;67;73;76;38;65;35;18
8464;31.5.2022;22;28;63;56;23;9;18;38;72;55;6;39;68;25;69;12;61;53;70;75;57
8465;1.6.2022;22;28;66;61;37;14;23;12;20;80;71;29;52;60;22;25;11;3;75;77;30
8466;2.6.2022;22;27;50;69;35;79;32;45;10;34;74;11;42;51;26;54;28;29;13;40;70
8467;3.6.2022;22;30;77;28;36;19;46;58;52;65;32;14;73;16;2;31;66;61;43;76;21
8468;4.6.2022;22;71;67;42;70;49;40;12;69;64;65;20;53;58;8;23;74;76;44;33;2
8469;5.6.2022;22;76;39;69;64;25;50;15;67;73;28;80;10;16;52;44;49;45;19;72;48
8470;6.6.2022;23;63;5;25;30;71;48;49;23;2;52;69;15;26;31;22;67;13;72;42;6
8471;7.6.2022;23;56;67;61;44;65;22;21;39;31;20;27;36;78;1;15;60;29;49;68;77
8472;8.6.2022;23;79;42;27;24;64;56;69;31;28;41;51;10;40;3;25;20;71;45;66;9
8473;9.6.2022;23;14;19;39;72;38;6;54;52;46;53;26;35;50;12;28;47;31;48;25;2
8474;10.6.2022;23;45;54;3;5;56;65;33;47;35;58;8;7;51;67;77;71;53;18;78;13
8475;11.6.2022;23;5;25;75;69;43;56;48;27;65;80;71;76;41;36;54;61;18;16;10;35
8476;12.6.2022;23;70;56;59;54;53;25;63;64;68;21;33;26;74;40;58;30;47;72;36;24
8477;13.6.2022;24;68;69;79;34;25;22;39;60;23;42;31;32;80;73;20;40;11;70;35;52
8478;14.6.2022;24;30;51;21;6;32;2;36;55;24;35;9;59;28;48;23;76;43;19;64;60
8479;15.6.2022;24;36;17;67;72;75;34;3;32;37;60;42;21;18;7;13;49;31;27;2;74
8480;16.6.2022;24;71;14;64;4;5;3;34;8;32;12;57;74;13;60;51;56;46;10;80;78
8481;17.6.2022;24;28;33;77;53;72;30;10;54;58;42;35;44;51;38;17;67;22;25;40;73
8482;18.6.2022;24;48;46;26;17;39;61;33;14;75;24;77;58;55;16;28;31;19;41;68;52
8483;19.6.2022;24;38;37;79;27;73;25;69;47;33;17;2;59;48;36;53;76;74;24;6;4
8484;20.6.2022;25;4;24;10;54;78;17;20;38;37;59;34;13;3;71;39;47;77;30;25;1
8485;21.6.2022;25;55;67;33;74;30;26;49;61;71;70;72;36;73;80;28;17;16;68;44;35
8486;22.6.2022;25;55;77;18;27;61;68;12;6;52;43;1;35;71;16;59;76;45;60;30;11
8487;23.6.2022;25;23;74;2;29;48;43;28;9;19;57;50;8;44;51;15;45;55;47;7;46
8488;24.6.2022;25;75;59;9;20;8;34;24;29;1;21;79;57;80;30;77;47;39;14;17;23
8489;25.6.2022;25;52;11;80;17;35;36;79;46;49;54;26;64;59;22;65;21;18;4;47;62
8490;26.6.2022;25;11;8;61;42;3;7;55;48;66;40;67;39;52;19;9;65;80;75;25;37
8491;27.6.2022;26;80;13;23;8;61;19;48;43;53;47;14;60;70;75;33;51;36;6;27;3
8492;28.6.2022;26;1;22;30;48;52;56;70;14;26;49;13;8;44;43;31;45;9;37;59;2
8493;29.6.2022;26;54;24;22;14;53;12;44;38;65;59;19;18;75;40;66;26;80;30;71;73
8494;30.6.2022;26;72;23;25;58;31;37;36;15;79;9;6;76;12;73;44;75;34;69;20;13
8495;1.7.2022;26;16;76;54;66;7;55;20;45;13;18;79;74;34;44;30;10;3;33;6;42
8496;2.7.2022;26;52;11;73;27;8;44;35;1;7;32;77;2;74;3;59;64;80;28;61;55
8497;3.7.2022;26;74;63;24;7;54;69;19;38;16;47;51;41;10;43;36;26;12;57;53;56
8498;4.7.2022;27;42;5;73;39;78;66;31;15;61;51;60;38;52;35;4;14;27;22;56;2
8499;5.7.2022;27;77;39;61;41;68;11;24;7;19;46;73;36;70;13;45;71;8;3;76;23
8500;6.7.2022;27;20;73;14;49;43;38;23;50;59;1;54;48;63;19;61;64;42;62;55;22
8501;7.7.2022;27;14;2;25;19;27;53;22;1;7;15;73;12;80;9;24;41;45;59;32;72
8502;8.7.2022;27;42;9;59;29;27;41;75;36;44;53;17;50;47;45;64;78;5;4;21;52
8503;9.7.2022;27;79;24;53;30;21;56;41;3;1;60;17;16;58;46;8;47;43;5;25;76
8504;10.7.2022;27;52;24;5;40;56;42;67;63;58;20;25;22;50;66;6;12;53;3;14;38
8505;11.7.2022;28;43;72;68;67;23;6;46;34;74;80;45;33;22;57;75;17;29;41;42;16
8506;12.7.2022;28;80;58;77;2;26;32;28;46;4;57;22;23;20;59;63;74;75;53;25;19
8507;13.7.2022;28;46;18;1;21;45;37;15;66;16;73;33;77;26;71;57;22;74;4;44;69
8508;14.7.2022;28;71;13;29;18;41;28;53;52;20;17;7;50;60;47;69;23;75;14;31;1
8509;15.7.2022;28;25;31;37;10;72;47;34;79;78;3;15;51;7;2;70;16;20;26;77;45
8510;16.7.2022;28;30;24;44;17;77;72;19;31;74;16;39;53;37;80;35;52;12;32;23;68
8511;17.7.2022;28;46;68;78;47;34;59;26;9;76;13;28;37;27;25;57;72;11;39;56;1
8512;18.7.2022;29;48;42;62;35;7;64;26;13;56;69;55;79;59;61;31;15;14;16;72;54
8513;19.7.2022;29;55;27;49;33;42;8;25;23;3;69;34;70;61;54;73;21;13;4;28;16
8514;20.7.2022;29;37;19;2;59;28;62;23;66;50;56;76;27;51;5;3;79;52;18;57;63
8515;21.7.2022;29;39;22;79;3;45;50;20;6;41;80;21;8;28;62;26;31;52;43;13;15
8516;22.7.2022;29;70;26;41;33;14;78;42;73;35;75;38;55;23;48;29;3;25;9;45;28
8517;23.7.2022;29;37;10;51;40;3;68;47;7;62;73;54;8;32;64;18;65;74;78;43;53
8518;24.7.2022;29;64;1;34;72;28;74;68;9;33;24;3;10;51;44;63;49;16;36;7;45
8519;25.7.2022;30;41;66;76;50;29;80;44;51;52;22;43;35;14;37;65;13;20;71;7;18
8520;26.7.2022;30;61;63;1;28;65;70;73;51;48;23;58;34;69;26;22;15;59;52;29;16
8521;27.7.2022;30;60;43;69;28;59;46;16;66;56;73;21;35;31;51;32;42;26;77;64;10
8522;28.7.2022;30;16;70;18;72;23;59;33;1;4;54;71;27;2;66;77;56;20;73;39;55
8523;29.7.2022;30;3;9;40;4;66;1;16;59;52;38;49;71;48;21;17;65;15;44;60;18
8524;30.7.2022;30;51;35;42;30;13;19;74;43;70;27;3;11;66;29;10;2;60;69;1;17
8525;31.7.2022;30;13;56;44;25;16;11;57;76;52;73;47;62;24;22;26;42;8;15;80;60
8526;1.8.2022;31;12;40;79;75;65;13;71;51;25;69;4;66;37;60;73;58;6;56;63;68
8527;2.8.2022;31;74;21;52;19;35;16;24;38;36;56;50;17;77;20;76;53;5;62;51;29
8528;3.8.2022;31;16;8;71;62;59;40;55;9;29;67;78;12;47;4;23;1;15;51;41;49
8529;4.8.2022;31;76;77;5;65;56;28;32;39;10;61;51;13;66;15;38;30;72;6;12;31
8530;5.8.2022;31;12;65;45;70;16;68;9;41;4;34;57;25;80;42;3;20;30;15;38;5
8531;6.8.2022;31;23;2;76;71;15;80;66;9;43;54;53;69;60;68;32;47;61;21;19;36
8532;7.8.2022;31;64;40;68;58;18;52;57;34;37;25;31;5;16;71;8;73;2;30;27;74
8533;8.8.2022;32;22;20;54;21;25;3;34;29;17;16;80;8;27;28;45;6;2;14;55;12
8534;9.8.2022;32;7;70;74;31;23;48;54;27;50;15;44;64;42;49;25;26;67;33;18;43
8535;10.8.2022;32;26;3;51;19;14;45;69;33;38;32;58;75;12;53;7;79;24;61;6;47
8536;11.8.2022;32;79;73;76;49;35;20;68;2;77;37;13;51;74;23;75;1;5;8;72;54
8537;12.8.2022;32;75;52;19;22;42;62;39;77;63;50;61;27;5;7;66;36;49;8;14;32
8538;13.8.2022;32;68;77;70;4;20;1;62;71;67;6;44;43;36;13;54;10;45;25;11;65
8539;14.8.2022;32;1;51;62;63;36;60;79;57;52;30;61;7;20;17;53;10;29;72;64;49
8540;15.8.2022;33;71;52;39;70;61;62;38;44;77;66;76;32;23;12;58;64;19;13;14;67
8541;16.8.2022;33;62;57;69;24;18;43;48;40;59;66;6;73;68;21;25;53;17;26;16;51
8542;17.8.2022;33;13;62;54;24;7;44;50;18;34;17;39;6;70;58;14;53;10;41;30;21
8543;18.8.2022;33;48;16;51;42;21;23;20;80;45;2;55;61;12;35;65;30;6;10;60;7
8544;19.8.2022;33;53;17;30;6;1;25;31;57;3;52;49;80;73;4;41;12;76;36;61;69
8545;20.8.2022;33;59;51;17;30;33;47;55;54;25;8;64;44;53;78;38;3;19;15;56;20
8546;21.8.2022;33;17;41;80;42;4;26;58;71;76;43;29;18;20;79;32;36;55;65;35;39
8547;22.8.2022;34;19;28;15;71;27;9;18;1;60;40;63;72;3;52;8;48;35;34;76;22
8548;23.8.2022;34;78;68;37;22;80;26;38;4;20;54;29;5;58;51;6;39;59;42;28;48
8549;24.8.2022;34;45;14;55;68;23;71;79;42;20;8;57;5;11;26;30;18;80;41;38;74
8550;25.8.2022;34;72;3;16;76;70;8;25;38;28;18;39;37;44;19;10;63;73;60;67;7
8551;26.8.2022;34;5;11;39;24;78;29;68;70;72;60;7;31;16;33;8;9;58;36;2;14
8552;27.8.2022;34;78;67;16;17;15;2;21;53;55;41;49;45;57;62;24;6;8;65;10;42
8553;28.8.2022;34;68;2;25;75;31;69;44;14;10;8;35;79;27;58;28;66;6;4;12;74
8554;29.8.2022;35;22;24;4;54;3;34;32;2;36;73;6;74;29;72;13;70;38;47;20;62
8555;30.8.2022;35;25;18;47;55;27;38;13;72;73;59;15;8;5;36;44;16;41;50;23;9
8556;31.8.2022;35;50;46;10;22;65;54;17;42;44;34;37;3;32;75;20;58;33;6;43;7
8557;1.9.2022;35;57;21;32;45;79;78;55;4;26;5;63;76;47;62;40;37;15;36;9;10
8558;2.9.2022;35;66;55;73;37;33;42;1;61;36;70;72;69;8;20;77;5;67;62;63;47
8559;3.9.2022;35;23;17;32;1;66;67;7;20;58;72;31;6;9;50;12;45;79;53;64;65
8560;4.9.2022;35;24;57;41;58;60;10;62;61;52;6;48;31;79;45;40;63;7;22;16;37
8561;5.9.2022;36;1;10;32;72;12;24;7;35;4;69;75;30;2;61;56;26;25;52;68;73
8562;6.9.2022;36;6;55;14;20;9;40;34;80;46;7;63;41;69;12;68;61;8;16;43;77
8563;7.9.2022;36;30;43;56;3;36;13;6;34;5;33;48;24;4;54;79;17;51;55;58;72
8564;8.9.2022;36;44;1;10;62;67;80;55;77;3;14;33;58;32;69;38;79;54;37;43;31
8565;9.9.2022;36;29;66;16;71;67;17;10;30;73;74;61;28;46;54;77;53;78;62;15;33
8566;10.9.2022;36;58;42;9;56;13;74;15;35;31;46;55;20;38;80;17;27;4;75;60;59
8567;11.9.2022;36;24;1;31;80;13;65;79;35;25;50;57;15;11;76;52;39;36;26;2;9
8568;12.9.2022;37;80;56;1;19;72;29;30;42;66;46;11;48;57;50;51;47;17;76;32;54
8569;13.9.2022;37;66;70;76;29;65;47;14;61;79;33;15;34;60;57;62;77;48;16;2;41
8570;14.9.2022;37;39;57;23;73;18;70;40;62;55;80;72;4;19;76;25;79;2;30;60;77
8571;15.9.2022;37;18;24;13;23;17;76;33;67;61;38;44;64;7;31;54;49;55;48;4;60
8572;16.9.2022;37;38;24;11;49;43;22;67;4;52;7;40;34;80;53;16;18;23;61;3;65
8573;17.9.2022;37;53;49;6;70;68;56;34;71;40;15;54;3;80;76;62;55;5;64;35;50
8574;18.9.2022;37;30;62;76;1;45;35;73;37;72;11;74;77;40;7;29;79;28;63;54;34
8575;19.9.2022;38;79;26;52;70;17;3;49;30;65;34;43;46;44;33;1;80;28;61;14;59
8576;20.9.2022;38;40;11;74;7;47;6;55;65;44;12;8;52;4;23;20;33;78;26;27;18
8577;21.9.2022;38;23;78;25;29;55;56;37;53;42;57;62;15;50;49;59;80;1;19;75;79
8578;22.9.2022;38;14;59;72;23;34;62;10;46;60;8;35;36;63;37;78;79;39;9;50;25
8579;23.9.2022;38;59;68;27;29;33;36;14;52;22;55;48;63;34;18;69;37;15;75;43;28
8580;24.9.2022;38;75;15;21;55;6;78;77;45;10;32;17;12;29;33;44;42;79;22;61;46
8581;25.9.2022;38;54;36;1;47;49;45;9;26;70;50;80;27;66;18;76;48;44;40;68;64
8582;26.9.2022;39;66;4;52;42;7;69;49;33;6;68;5;56;65;39;32;19;8;12;54;10
8583;27.9.2022;39;62;9;75;50;52;63;47;20;32;74;51;12;53;55;60;61;11;42;49;21
8584;28.9.2022;39;12;30;6;73;76;9;60;49;51;55;37;72;80;32;61;79;63;3;23;4
8585;29.9.2022;39;44;1;53;46;6;55;22;18;37;62;15;38;12;40;56;59;69;8;11;58
8586;30.9.2022;39;53;46;15;52;11;31;67;75;65;3;14;62;73;5;80;77;50;9;49;32
8587;1.10.2022;39;51;49;48;11;52;79;38;50;27;2;14;54;77;37;5;16;75;57;18;22
8588;2.10.2022;39;36;38;10;19;69;50;30;57;22;34;14;68;29;78;49;79;6;67;28;31
8589;3.10.2022;40;74;70;73;8;64;77;47;24;49;35;31;38;28;6;3;10;58;16;13;75
8590;4.10.2022;40;48;38;74;4;2;77;31;63;78;57;6;40;76;24;27;66;80;47;5;43
8591;5.10.2022;40;69;79;28;55;59;14;20;47;80;9;40;60;1;22;43;41;6;17;13;63
8592;6.10.2022;40;12;8;67;23;56;62;52;76;40;55;15;21;68;32;34;50;35;71;70;33
8593;7.10.2022;40;38;46;11;35;67;27;32;10;69;28;74;19;17;54;5;79;52;42;62;18
8594;8.10.2022;40;4;21;23;7;56;8;32;37;17;50;33;47;29;27;57;55;58;12;71;31
8595;9.10.2022;40;31;29;61;46;54;63;40;36;27;23;65;19;51;71;26;73;5;3;39;48
8596;10.10.2022;41;36;49;46;17;41;14;56;28;52;55;23;19;11;48;66;63;58;1;18;33
8597;11.10.2022;41;41;20;74;63;78;38;49;27;22;64;34;45;58;73;67;71;37;79;31;75
8598;12.10.2022;41;11;30;76;45;59;70;65;80;29;1;42;8;28;14;50;41;26;39;53;79
8599;13.10.2022;41;64;75;41;56;30;69;5;55;72;23;2;67;18;37;4;24;77;50;7;16
8600;14.10.2022;41;77;30;33;3;31;63;42;10;49;35;27;67;50;32;15;18;23;68;25;47
8601;15.10.2022;41;3;15;5;79;70;57;36;48;22;13;25;63;65;31;69;72;53;44;60;40
8602;16.10.2022;41;41;46;37;55;74;78;3;42;66;25;47;1;69;5;18;39;29;70;43;65
8603;17.10.2022;42;63;45;41;55;60;38;76;3;67;40;65;35;12;1;19;13;71;78;80;74
8604;18.10.2022;42;62;58;22;17;5;18;76;20;71;46;37;69;30;75;42;32;47;53;12;49
8605;19.10.2022;42;47;12;65;40;5;80;46;73;54;52;30;1;44;35;74;7;6;55;63;33
8606;20.10.2022;42;7;50;28;69;59;80;61;12;63;66;65;5;62;30;26;75;11;72;51;18
8607;21.10.2022;42;53;43;64;18;6;66;10;21;37;27;9;71;63;31;75;22;72;49;15;17
8608;22.10.2022;42;20;6;32;24;37;2;49;43;58;67;31;72;9;36;4;57;28;75;40;7
8609;23.10.2022;42;38;13;73;45;11;44;67;41;19;57;64;68;55;20;61;69;1;5;17;15
8610;24.10.2022;43;7;20;21;63;33;45;48;32;10;70;54;47;27;28;37;50;5;77;64;9
